rio.	172800	in	soa	a.dns.br. hostmaster.registro.br. 2025248032 1800 900 604800 900
genteiplan.rio.	86400	in	ns	ns1.rio.rj.gov.br.
geoisabelsalgado.rio.	86400	in	ns	ns4.wixdns.net.
geoisabelsalgado.rio.	86400	in	ns	ns5.wixdns.net.
georgeneder.rio.	86400	in	ns	ns4.wixdns.net.
georgeneder.rio.	86400	in	ns	ns5.wixdns.net.
gilsonmartins.rio.	86400	in	ns	nsb1.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb2.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb3.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb4.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb5.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb6.hostnet.com.br.
gkrcd86l4eov58he609i1edb3rt2mpao.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 GQ7NNFGCE0N24CEU5O7D37O4LDP2B2BN NS DS RRSIG
gkrcd86l4eov58he609i1edb3rt2mpao.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. WO2gtk1N4quUDLYw92yBSpXKgu1kcyuIQrHs2hw6F1aatpnpW6gw1IJgjKVzJsFxyqYSIGmlxFYfEzI0ijSp/g==
gm.rio.	86400	in	ns	ns-cloud-e1.googledomains.com.
gm.rio.	86400	in	ns	ns-cloud-e2.googledomains.com.
goiania.rio.	86400	in	ns	nsa1.hostnet.com.br.
goiania.rio.	86400	in	ns	nsa2.hostnet.com.br.
goiania.rio.	86400	in	ns	nsa3.hostnet.com.br.
goiania.rio.	86400	in	ns	nsa4.hostnet.com.br.
goiania.rio.	86400	in	ns	nsa5.hostnet.com.br.
goiania.rio.	86400	in	ns	nsa6.hostnet.com.br.
golab.rio.	86400	in	ns	adel.ns.cloudflare.com.
golab.rio.	86400	in	ns	noel.ns.cloudflare.com.
gq7nnfgce0n24ceu5o7d37o4ldp2b2bn.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 HE8CBISTQH1L2MSR7TA7DT23EM2KJHUI NS DS RRSIG
gq7nnfgce0n24ceu5o7d37o4ldp2b2bn.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. 6JZ3rgUtUaeDUjbMQ0+SR/xVx/R3ydeVBAZOOByxVxZOLJ+QCqUZIT10gUqqbkUhMnyhFZ05VSpHfRfLgMhpWg==
grajau.rio.	86400	in	ns	nsa1.hostnet.com.br.
grajau.rio.	86400	in	ns	nsa2.hostnet.com.br.
grajau.rio.	86400	in	ns	nsa3.hostnet.com.br.
grajau.rio.	86400	in	ns	nsa4.hostnet.com.br.
grajau.rio.	86400	in	ns	nsa5.hostnet.com.br.
grajau.rio.	86400	in	ns	nsa6.hostnet.com.br.
grupomemorial.rio.	86400	in	ns	ns1.dreamhost.com.
grupomemorial.rio.	86400	in	ns	ns2.dreamhost.com.
grupord.rio.	86400	in	ns	dns1.riomedia.com.br.
grupord.rio.	86400	in	ns	dns2.riomedia.com.br.
grupord.rio.	86400	in	ns	dns3.riomedia.com.br.
grupord.rio.	86400	in	ns	dns4.riomedia.com.br.
guia.rio.	86400	in	ns	ns10.wixdns.net.
guia.rio.	86400	in	ns	ns11.wixdns.net.
guiamedico.rio.	86400	in	ns	ns-cloud-e1.googledomains.com.
guiamedico.rio.	86400	in	ns	ns-cloud-e2.googledomains.com.
guiamedico.rio.	86400	in	ns	ns-cloud-e3.googledomains.com.
guiamedico.rio.	86400	in	ns	ns-cloud-e4.googledomains.com.
guidefrancophone.rio.	86400	in	ns	ns2775.eukns.com.
guidefrancophone.rio.	86400	in	ns	ns2776.eukns.com.
guilhermeschleder.rio.	86400	in	ns	ns142.prodns.com.br.
guilhermeschleder.rio.	86400	in	ns	ns143.prodns.com.br.
habitacao.rio.	86400	in	ns	ns0.rio.gov.br.
habitacao.rio.	86400	in	ns	ns1.rio.rj.gov.br.
hackn.rio.	3600	in	ds	54651 13 2 28277F3724502CDE4A20A5BA795DEC59EE242A67EDE3AD7E08A081B15046B9BB
hackn.rio.	3600	in	rrsig	DS 13 2 3600 20250919001001 20250903231001 65520 rio. DtBlxLsZHie3zQxjM9HO2nUEfAws8I20ofhaU/Qibmf4ylr1JUZgxI8R8yd+biFG+LQmYcliAnAsdw9PAtNxng==
hackn.rio.	86400	in	ns	ns01.one.com.
hackn.rio.	86400	in	ns	ns02.one.com.
he8cbistqh1l2msr7ta7dt23em2kjhui.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 HIN5523MVK4160JIEFQQ2JFEFRU5M8JB NS DS RRSIG
he8cbistqh1l2msr7ta7dt23em2kjhui.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. xoXF9SV3lDkHRf5EIr02DxdETcBM2qkoC8TR8N9Ir3xOB50gupn0nCLzyR9MRBc1p1AmHZUeBINHZJ/O829QTQ==
hesh.rio.	3600	in	ds	20504 13 2 6707244067A542C8B9E657DCC342CEF071303C9A0452D30B856C83D03000C4DE
hesh.rio.	3600	in	rrsig	DS 13 2 3600 20250917202501 20250902192501 65520 rio. 9Op5qKt/bsOesM8lV2/2k6SvojYoBmy2R4MF8BCQzSf28c718c2tsgSQaCDcoMeJ53jv+PQZm0q7b73ZBgm+7A==
hesh.rio.	86400	in	ns	ns01.one.com.
hesh.rio.	86400	in	ns	ns02.one.com.
hin5523mvk4160jiefqq2jfefru5m8jb.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 I7R8568JBA6J1G3LCRA4DU4C5TAN9M30 NS DS RRSIG
hin5523mvk4160jiefqq2jfefru5m8jb.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. q5g5XbDyW7G7EC1h2h9Ooym//ScrvhmTMbERM6/s/9bBRz2b5VekZyeLPqKuQspQO+Fun5tGlIzVkcFzjkFvDw==
hoppin.rio.	3600	in	ds	29184 13 2 F5FE6D6444BE1056D34D7758EC05792D8960461BBDDDBCC73973AE7858CCC5ED
hoppin.rio.	3600	in	rrsig	DS 13 2 3600 20250917202501 20250902192501 65520 rio. 2jcoAuN/Nte6chYGwAXC7z2BJYzSUNDobfRqvLgFsXRjb80axFKi/rRqe6zXzJMaJEYA1ztKC8sO5ed/ycu4OA==
hoppin.rio.	86400	in	ns	ns01.one.com.
hoppin.rio.	86400	in	ns	ns02.one.com.
hostnet.rio.	86400	in	ns	nsa1.k8.com.br.
hostnet.rio.	86400	in	ns	nsa2.k8.com.br.
hostnet.rio.	86400	in	ns	nsa3.k8.com.br.
hostnet.rio.	86400	in	ns	nsa4.k8.com.br.
hostnet.rio.	86400	in	ns	nsa5.k8.com.br.
hostnet.rio.	86400	in	ns	nsa6.k8.com.br.
hoteis.rio.	3600	in	ds	23789 13 2 65E361C40B8A068F786EA5624FD3DEF4777BA38EEC84345E718FD744A0091291
hoteis.rio.	3600	in	rrsig	DS 13 2 3600 20250913121502 20250829111502 65520 rio. sdD7LC9qmDUA9HBeqmW4Ys1J8SgfpGqNCrC2aZUI0Bc8Nykmmc3D+30x1ONFQ6WenZBE05euiW91nkxafTzm8Q==
hoteis.rio.	86400	in	ns	ns01.one.com.
hoteis.rio.	86400	in	ns	ns02.one.com.
hoteljaneiro.rio.	86400	in	ns	ns1.101domain.com.
hoteljaneiro.rio.	86400	in	ns	ns2.101domain.com.
hoteljaneiro.rio.	86400	in	ns	ns5.101domain.com.
hotelurbano.rio.	86400	in	ns	ns-1157.awsdns-16.org.
hotelurbano.rio.	86400	in	ns	ns-1919.awsdns-47.co.uk.
hotelurbano.rio.	86400	in	ns	ns-460.awsdns-57.com.
hotelurbano.rio.	86400	in	ns	ns-527.awsdns-01.net.
hotrate.rio.	86400	in	ns	pdns1.ultradns.net.
hotrate.rio.	86400	in	ns	pdns2.ultradns.net.
hotrate.rio.	86400	in	ns	pdns3.ultradns.org.
hotrate.rio.	86400	in	ns	pdns4.ultradns.org.
hotrate.rio.	86400	in	ns	pdns5.ultradns.info.
hotrate.rio.	86400	in	ns	pdns6.ultradns.co.uk.
hotwire.rio.	86400	in	ns	pdns1.ultradns.net.
hotwire.rio.	86400	in	ns	pdns2.ultradns.net.
hotwire.rio.	86400	in	ns	pdns3.ultradns.org.
hotwire.rio.	86400	in	ns	pdns4.ultradns.org.
hotwire.rio.	86400	in	ns	pdns5.ultradns.info.
hotwire.rio.	86400	in	ns	pdns6.ultradns.co.uk.
hstern.rio.	86400	in	ns	edns116.ultradns.biz.
hstern.rio.	86400	in	ns	edns116.ultradns.com.
hstern.rio.	86400	in	ns	edns116.ultradns.net.
hstern.rio.	86400	in	ns	edns116.ultradns.org.
hstern.rio.	86400	in	ns	nsauto02.alog.com.br.
humaita.rio.	86400	in	ns	nsa1.hostnet.com.br.
humaita.rio.	86400	in	ns	nsa2.hostnet.com.br.
humaita.rio.	86400	in	ns	nsa3.hostnet.com.br.
humaita.rio.	86400	in	ns	nsa4.hostnet.com.br.
humaita.rio.	86400	in	ns	nsa5.hostnet.com.br.
humaita.rio.	86400	in	ns	nsa6.hostnet.com.br.
humanos.rio.	3600	in	ds	55946 13 2 F63FE33BC2E9D62E96D735AF0895658A98ADB9F63EBC558CDCBC5D4AAB1C06D8
humanos.rio.	3600	in	rrsig	DS 13 2 3600 20250917202501 20250902192501 65520 rio. OZ8VIBMUeTiG2r5eI5ULmWVU263voWH/57+lhdi65hkqbztHbF9Sjb4/wUjpLfDsuzoWVKD44aVb800dXFmIHg==
humanos.rio.	86400	in	ns	ns01.one.com.
humanos.rio.	86400	in	ns	ns02.one.com.
hurb.rio.	86400	in	ns	ns-cloud-a1.googledomains.com.
hurb.rio.	86400	in	ns	ns-cloud-a2.googledomains.com.
hurb.rio.	86400	in	ns	ns-cloud-a3.googledomains.com.
hutan.rio.	86400	in	ns	etta.ns.cloudflare.com.
hutan.rio.	86400	in	ns	gerardo.ns.cloudflare.com.
hyatt.rio.	86400	in	ns	ns07.gcd-dns.com.
hyatt.rio.	86400	in	ns	ns08.gcd-dns.com.
i7r8568jba6j1g3lcra4du4c5tan9m30.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 IIMHJUSR0L0JGVGBKBT140L41KMATFDU NS DS RRSIG
i7r8568jba6j1g3lcra4du4c5tan9m30.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. yqGdzLuHp8OU/Vi+80Qm7/9y/OP/f9xDw0AxoAzuS7+MoijIMXFWqsfntX/qJl8frZBu2BvpIQzBlP91089sxA==
ibuild.rio.	86400	in	ns	ns1.bdm.microsoftonline.com.
ibuild.rio.	86400	in	ns	ns2.bdm.microsoftonline.com.
ibuild.rio.	86400	in	ns	ns3.bdm.microsoftonline.com.
ibuild.rio.	86400	in	ns	ns4.bdm.microsoftonline.com.
icatu.rio.	86400	in	ns	dns01.icatu.com.br.
icatu.rio.	86400	in	ns	dns02.icatu.com.br.
icatu.rio.	86400	in	ns	dns03.icatu.com.br.
icatuholding.rio.	86400	in	ns	dns01.icatu.com.br.
icatuholding.rio.	86400	in	ns	dns02.icatu.com.br.
icatuholding.rio.	86400	in	ns	dns03.icatu.com.br.
icloud.rio.	86400	in	ns	a.ns.apple.com.
icloud.rio.	86400	in	ns	b.ns.apple.com.
icloud.rio.	86400	in	ns	c.ns.apple.com.
icloud.rio.	86400	in	ns	d.ns.apple.com.
icomlurb.rio.	86400	in	ns	dns1.zoneedit.com.
icomlurb.rio.	86400	in	ns	dns2.zoneedit.com.
idaco.rio.	3600	in	ds	26117 13 2 A9AF8C2863E1BA292D857B1F6C6BE6A474BC56A515216E6B4640517C19ACB723
idaco.rio.	3600	in	rrsig	DS 13 2 3600 20250917202501 20250902192501 65520 rio. GH589/0OhxT1rQDtkuf45f9nrxkKbsTy/F1Wflr8NghU/JIY3/rTQrjyAwk7FZcFKF6s+3vwio6areAjqDwR3A==
idaco.rio.	86400	in	ns	ns01.one.com.
idaco.rio.	86400	in	ns	ns02.one.com.
identidadecarioca.rio.	86400	in	ns	ns0.rio.gov.br.
identidadecarioca.rio.	86400	in	ns	ns1.rio.rj.gov.br.
identidadedigital.rio.	86400	in	ns	jobs.ns.cloudflare.com.
identidadedigital.rio.	86400	in	ns	uma.ns.cloudflare.com.
iimhjusr0l0jgvgbkbt140l41kmatfdu.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 J1VUUPO6C1T4C8ST75S5S7TQIKIT45R9 NS DS RRSIG
iimhjusr0l0jgvgbkbt140l41kmatfdu.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. kCElRqFsOPiMorujAZie6nJZVa9fZPgwIAuc9Gu2ofbo8ANWaly+NKz3HSSuh3pj+S6Lei7qrlbaGHQ6rZmoHQ==
ilhagrandeturismo.rio.	86400	in	ns	dns1.riomedia.com.br.
ilhagrandeturismo.rio.	86400	in	ns	dns2.riomedia.com.br.
ilhagrandeturismo.rio.	86400	in	ns	dns3.riomedia.com.br.
ilhagrandeturismo.rio.	86400	in	ns	dns4.riomedia.com.br.
ilove.rio.	86400	in	ns	justin.ns.cloudflare.com.
ilove.rio.	86400	in	ns	vera.ns.cloudflare.com.
imoveis.rio.	86400	in	ns	ns1.hostmidia.com.br.
imoveis.rio.	86400	in	ns	ns2.hostmidia.com.br.
imoveisluxo.rio.	86400	in	ns	elias.ns.cloudflare.com.
imoveisluxo.rio.	86400	in	ns	gracie.ns.cloudflare.com.
imperatrizleopoldinense.rio.	86400	in	ns	nsb1.k8.com.br.
imperatrizleopoldinense.rio.	86400	in	ns	nsb2.k8.com.br.
imperatrizleopoldinense.rio.	86400	in	ns	nsb3.k8.com.br.
imperatrizleopoldinense.rio.	86400	in	ns	nsb4.k8.com.br.
imperatrizleopoldinense.rio.	86400	in	ns	nsb5.k8.com.br.
imperatrizleopoldinense.rio.	86400	in	ns	nsb6.k8.com.br.
infopref.rio.	86400	in	ns	clyde.ns.cloudflare.com.
infopref.rio.	86400	in	ns	hattie.ns.cloudflare.com.
innspira.rio.	86400	in	ns	ns1026.hostgator.com.br.
innspira.rio.	86400	in	ns	ns1027.hostgator.com.br.
inspetorfigueiredo.rio.	86400	in	ns	nsa1.k8.com.br.
inspetorfigueiredo.rio.	86400	in	ns	nsa2.k8.com.br.
inspetorfigueiredo.rio.	86400	in	ns	nsa3.k8.com.br.
inspetorfigueiredo.rio.	86400	in	ns	nsa4.k8.com.br.
inspetorfigueiredo.rio.	86400	in	ns	nsa5.k8.com.br.
inspetorfigueiredo.rio.	86400	in	ns	nsa6.k8.com.br.
institutoembelleze.rio.	86400	in	ns	ns1.locaweb.com.br.
institutoembelleze.rio.	86400	in	ns	ns2.locaweb.com.br.
integralhealth.rio.	86400	in	ns	ns1.alexandre.org.br.
integralhealth.rio.	86400	in	ns	ns2.alexandre.org.br.
inteligencia.rio.	86400	in	ns	ns0.rio.gov.br.
inteligencia.rio.	86400	in	ns	ns1.rio.rj.gov.br.
interativa.rio.	86400	in	ns	ns01.one.com.
interativa.rio.	86400	in	ns	ns02.one.com.
inti.rio.	86400	in	ns	ns1.locaweb.com.br.
inti.rio.	86400	in	ns	ns2.locaweb.com.br.
invest.rio.	86400	in	ns	ns1.dns-parking.com.
invest.rio.	86400	in	ns	ns2.dns-parking.com.
ioa.rio.	86400	in	ns	ns1.dns-parking.com.
ioa.rio.	86400	in	ns	ns2.dns-parking.com.
ipad.rio.	86400	in	ns	a.ns.apple.com.
ipad.rio.	86400	in	ns	b.ns.apple.com.
ipad.rio.	86400	in	ns	c.ns.apple.com.
ipad.rio.	86400	in	ns	d.ns.apple.com.
ipadpro.rio.	86400	in	ns	a.ns.apple.com.
ipadpro.rio.	86400	in	ns	b.ns.apple.com.
ipadpro.rio.	86400	in	ns	c.ns.apple.com.
ipadpro.rio.	86400	in	ns	d.ns.apple.com.
ipanema.rio.	3600	in	ds	32367 13 2 2BE6E27D119984986C31B3B46A5B003505F24226ED25878E359D449AC870B8D8
ipanema.rio.	3600	in	rrsig	DS 13 2 3600 20250917202501 20250902192501 65520 rio. 655h8WXOau0ewc/YpCztq5pfXZTzY+yjxNzTFt9UP+VY+GWLDp6GiPCn7P35/u6i0YXUAPGvp3DUAVxAUffrNA==
ipanema.rio.	86400	in	ns	ns01.one.com.
ipanema.rio.	86400	in	ns	ns02.one.com.
iphone.rio.	86400	in	ns	a.ns.apple.com.
iphone.rio.	86400	in	ns	b.ns.apple.com.
iphone.rio.	86400	in	ns	c.ns.apple.com.
iphone.rio.	86400	in	ns	d.ns.apple.com.
iplan.rio.	86400	in	ns	ns0.rio.gov.br.
iplan.rio.	86400	in	ns	ns1.rio.rj.gov.br.
ipod.rio.	86400	in	ns	a.ns.apple.com.
ipod.rio.	86400	in	ns	b.ns.apple.com.
ipod.rio.	86400	in	ns	c.ns.apple.com.
ipod.rio.	86400	in	ns	d.ns.apple.com.
istartup.rio.	3600	in	ds	30646 13 2 6602B8A86DA87B888871356C73C0D34CF4EDEBA8AC2409367F075A85000374CD
istartup.rio.	3600	in	rrsig	DS 13 2 3600 20250917202501 20250902192501 65520 rio. U7QD48JP5SqM683bvLG02vPcRvR+Ezq96SKkDXw+iJUjw5fe8L8hkvivh5osts0ghg3lP10atBWLvyrjEwjd+A==
istartup.rio.	86400	in	ns	ns01.one.com.
istartup.rio.	86400	in	ns	ns02.one.com.
itc.rio.	86400	in	ns	ns1.alexandre.org.br.
itc.rio.	86400	in	ns	ns2.alexandre.org.br.
itunes.rio.	86400	in	ns	a.ns.apple.com.
itunes.rio.	86400	in	ns	b.ns.apple.com.
itunes.rio.	86400	in	ns	c.ns.apple.com.
itunes.rio.	86400	in	ns	d.ns.apple.com.
itunesradio.rio.	86400	in	ns	a.ns.apple.com.
itunesradio.rio.	86400	in	ns	b.ns.apple.com.
itunesradio.rio.	86400	in	ns	c.ns.apple.com.
itunesradio.rio.	86400	in	ns	d.ns.apple.com.
itunesstore.rio.	86400	in	ns	a.ns.apple.com.
itunesstore.rio.	86400	in	ns	b.ns.apple.com.
itunesstore.rio.	86400	in	ns	c.ns.apple.com.
itunesstore.rio.	86400	in	ns	d.ns.apple.com.
j1vuupo6c1t4c8st75s5s7tqikit45r9.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 J90LLV0JHE92ULD9DPVNMDBABJE0ODN0 NS DS RRSIG
j1vuupo6c1t4c8st75s5s7tqikit45r9.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. 4sn8Joyx/NqKD9brt1oPWUqdBKjL4ufmKz+sxmisj4Kj17H8Li1aRfTKMUkQ4upPI0nc3cV3OzSMAZd1qabQSw==
j90llv0jhe92uld9dpvnmdbabje0odn0.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 JBAT9H040MQ2SK66D6TKRS7S0N789HRL NS DS RRSIG
j90llv0jhe92uld9dpvnmdbabje0odn0.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. iIDfR6bqKLeSgNaec2J/fcG6IwpDaOYcZ7tGqQl/FhB0A0gPsTdqFc+nujiEBRO/LwP/ZB5QApip226y1U32Yw==
jacarepagua.rio.	86400	in	ns	nsa1.hostnet.com.br.
jacarepagua.rio.	86400	in	ns	nsa2.hostnet.com.br.
jacarepagua.rio.	86400	in	ns	nsa3.hostnet.com.br.
jacarepagua.rio.	86400	in	ns	nsa4.hostnet.com.br.
jacarepagua.rio.	86400	in	ns	nsa5.hostnet.com.br.
jacarepagua.rio.	86400	in	ns	nsa6.hostnet.com.br.
jamper.rio.	86400	in	ns	nsa1.hostnet.com.br.
jamper.rio.	86400	in	ns	nsa2.hostnet.com.br.
jamper.rio.	86400	in	ns	nsa3.hostnet.com.br.
jamper.rio.	86400	in	ns	nsa4.hostnet.com.br.
jamper.rio.	86400	in	ns	nsa5.hostnet.com.br.
jamper.rio.	86400	in	ns	nsa6.hostnet.com.br.
janeirohotel.rio.	86400	in	ns	ns1.101domain.com.
janeirohotel.rio.	86400	in	ns	ns2.101domain.com.
janeirohotel.rio.	86400	in	ns	ns5.101domain.com.
janeirorestaurante.rio.	86400	in	ns	ns1.101domain.com.
janeirorestaurante.rio.	86400	in	ns	ns2.101domain.com.
jardimdasaudade.rio.	86400	in	ns	nsa1.k8.com.br.
jardimdasaudade.rio.	86400	in	ns	nsa2.k8.com.br.
jardimdasaudade.rio.	86400	in	ns	nsa3.k8.com.br.
jardimdasaudade.rio.	86400	in	ns	nsa4.k8.com.br.
jardimdasaudade.rio.	86400	in	ns	nsa5.k8.com.br.
jardimdasaudade.rio.	86400	in	ns	nsa6.k8.com.br.
jardimdasaudadepaciencia.rio.	86400	in	ns	nsb1.k8.com.br.
jardimdasaudadepaciencia.rio.	86400	in	ns	nsb2.k8.com.br.
jardimdasaudadepaciencia.rio.	86400	in	ns	nsb3.k8.com.br.
jardimdasaudadepaciencia.rio.	86400	in	ns	nsb4.k8.com.br.
jardimdasaudadepaciencia.rio.	86400	in	ns	nsb5.k8.com.br.
jardimdasaudadepaciencia.rio.	86400	in	ns	nsb6.k8.com.br.
jardimdasaudadesulacap.rio.	86400	in	ns	nsb1.k8.com.br.
jardimdasaudadesulacap.rio.	86400	in	ns	nsb2.k8.com.br.
jardimdasaudadesulacap.rio.	86400	in	ns	nsb3.k8.com.br.
jardimdasaudadesulacap.rio.	86400	in	ns	nsb4.k8.com.br.
jardimdasaudadesulacap.rio.	86400	in	ns	nsb5.k8.com.br.
jardimdasaudadesulacap.rio.	86400	in	ns	nsb6.k8.com.br.
jbat9h040mq2sk66d6tkrs7s0n789hrl.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 K5DF7U9TIDJITMEKMRLTM76SQ40ROLPQ NS DS RRSIG
jbat9h040mq2sk66d6tkrs7s0n789hrl.rio.	900	in	rrsig	NSEC3 13 2 900 20250917202501 20250902192501 65520 rio. Ha2sHkiWilsXeFmBzvxxShgUjfAytFknORMqENrEUlwi01M5dKAKUkCAz8Fij/9SX3gctxQjwwSYr1ZyhkcDpw==
jeyson.rio.	3600	in	ds	24653 13 2 F4C4F33C0849D2D15B9A0B6DA0B8A3B9CFF98AC4C48C7DBF062ABE009D1A9FF1
jeyson.rio.	3600	in	rrsig	DS 13 2 3600 20250917202501 20250902192501 65520 rio. pxIzXgn3Kqfd8kt4eXwoW3jgA78WmaragIM4CQxzwkj0aUS4vgFZGp1yjP1qQqFqP8m2DuKxDDO1EIkkRkV0+w==
jeyson.rio.	86400	in	ns	ns01.one.com.
jeyson.rio.	86400	in	ns	ns02.one.com.
jiujitsu.rio.	86400	in	ns	ns1.dreamhost.com.
jiujitsu.rio.	86400	in	ns	ns2.dreamhost.com.
jiujitsu.rio.	86400	in	ns	ns3.dreamhost.com.
joburg.rio.	86400	in	ns	nsa1.hostnet.com.br.
joburg.rio.	86400	in	ns	nsa2.hostnet.com.br.
joburg.rio.	86400	in	ns	nsa3.hostnet.com.br.
joburg.rio.	86400	in	ns	nsa4.hostnet.com.br.
joburg.rio.	86400	in	ns	nsa5.hostnet.com.br.
joburg.rio.	86400	in	ns	nsa6.hostnet.com.br.
jornalregional.rio.	86400	in	ns	ns47.integrator.com.br.
jornalregional.rio.	86400	in	ns	ns48.integrator.com.br.
jornalregional.rio.	86400	in	ns	ns87.integrator.com.br.
jornalregional.rio.	86400	in	ns	ns88.integrator.com.br.
jpcn.rio.	86400	in	ns	ns10.visar.com.br.
jpcn.rio.	86400	in	ns	ns20.visar.com.br.
jrcontabilidade.rio.	86400	in	ns	nsb1.k8.com.br.
jrcontabilidade.rio.	86400	in	ns	nsb2.k8.com.br.
jrcontabilidade.rio.	86400	in	ns	nsb3.k8.com.br.
jrcontabilidade.rio.	86400	in	ns	nsb4.k8.com.br.
jrcontabilidade.rio.	86400	in	ns	nsb5.k8.com.br.
jrcontabilidade.rio.	86400	in	ns	nsb6.k8.com.br.
juliasalles.rio.	86400	in	ns	nsa1.hostnet.com.br.
juliasalles.rio.	86400	in	ns	nsa2.hostnet.com.br.
juliasalles.rio.	86400	in	ns	nsa3.hostnet.com.br.
juliasalles.rio.	86400	in	ns	nsa4.hostnet.com.br.
juliasalles.rio.	86400	in	ns	nsa5.hostnet.com.br.
juliasalles.rio.	86400	in	ns	nsa6.hostnet.com.br.
jwmarriott.rio.	86400	in	ns	dns1.cscdns.net.
jwmarriott.rio.	86400	in	ns	dns2.cscdns.net.
k5df7u9tidjitmekmrltm76sq40rolpq.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 LLNGCPJGIVH4SRIM83RL56PNTT085Q8E NS DS RRSIG
k5df7u9tidjitmekmrltm76sq40rolpq.rio.	900	in	rrsig	NSEC3 13 2 900 20250916001501 20250831231501 65520 rio. keIiH4nt16VWdNxjw6fReCWPifTei/SV+3e3orTqxmWoO8LVSW0x3d9BEMfhrD1l37cc9CsDMy6Da5aoS4FcBQ==
karga.rio.	86400	in	ns	ns1.bdm.microsoftonline.com.
karga.rio.	86400	in	ns	ns2.bdm.microsoftonline.com.
karga.rio.	86400	in	ns	ns3.bdm.microsoftonline.com.
karga.rio.	86400	in	ns	ns4.bdm.microsoftonline.com.
kasznar.rio.	86400	in	ns	ns01.trademarkarea.com.
kasznar.rio.	86400	in	ns	ns02.trademarkarea.com.
kasznar.rio.	86400	in	ns	ns03.trademarkarea.com.
kasznarleonardos.rio.	86400	in	ns	ns01.trademarkarea.com.
kasznarleonardos.rio.	86400	in	ns	ns02.trademarkarea.com.
kasznarleonardos.rio.	86400	in	ns	ns03.trademarkarea.com.
kilma.rio.	86400	in	ns	nsa1.k8.com.br.
kilma.rio.	86400	in	ns	nsa2.k8.com.br.
kilma.rio.	86400	in	ns	nsa3.k8.com.br.
kilma.rio.	86400	in	ns	nsa4.k8.com.br.
kilma.rio.	86400	in	ns	nsa5.k8.com.br.
kilma.rio.	86400	in	ns	nsa6.k8.com.br.
kinelab.rio.	86400	in	ns	ns1.2olhares.com.
kinelab.rio.	86400	in	ns	ns2.2olhares.com.
kitlanche.rio.	86400	in	ns	ns2.wixdns.net.
kitlanche.rio.	86400	in	ns	ns3.wixdns.net.
klug.rio.	86400	in	ns	ns1.messagingengine.com.
klug.rio.	86400	in	ns	ns2.messagingengine.com.
knd.rio.	86400	in	ns	dana.ns.cloudflare.com.
knd.rio.	86400	in	ns	kip.ns.cloudflare.com.
lab245.rio.	86400	in	ns	nsa1.k8.com.br.
lab245.rio.	86400	in	ns	nsa2.k8.com.br.
lab245.rio.	86400	in	ns	nsa3.k8.com.br.
lab245.rio.	86400	in	ns	nsa4.k8.com.br.
lab245.rio.	86400	in	ns	nsa5.k8.com.br.
lab245.rio.	86400	in	ns	nsa6.k8.com.br.
lacoohh.rio.	86400	in	ns	ns.checkdomain.de.
lacoohh.rio.	86400	in	ns	ns2.checkdomain.de.
laisla.rio.	86400	in	ns	ns1.dnspro.com.br.
laisla.rio.	86400	in	ns	ns2.dnspro.com.br.
lanes.rio.	86400	in	ns	chad.ns.cloudflare.com.
lanes.rio.	86400	in	ns	nora.ns.cloudflare.com.
laprime.rio.	86400	in	ns	bryce.ns.cloudflare.com.
laprime.rio.	86400	in	ns	haley.ns.cloudflare.com.
laranjeiras.rio.	86400	in	ns	nsa1.hostnet.com.br.
laranjeiras.rio.	86400	in	ns	nsa2.hostnet.com.br.
laranjeiras.rio.	86400	in	ns	nsa3.hostnet.com.br.
laranjeiras.rio.	86400	in	ns	nsa4.hostnet.com.br.
laranjeiras.rio.	86400	in	ns	nsa5.hostnet.com.br.
laranjeiras.rio.	86400	in	ns	nsa6.hostnet.com.br.
